,country_id,country_value,indicator_name,year,value,region,incomeLevel,lendingType,longitude,latitude
104,V2,Early-demographic dividend,Imports of goods and services (current US$),2019,3081127525002.32,Aggregates,Aggregates,Aggregates,,
105,V2,Early-demographic dividend,Imports of goods and services (current US$),2018,3191409184093.19,Aggregates,Aggregates,Aggregates,,
106,V2,Early-demographic dividend,Imports of goods and services (current US$),2017,2947276074904.71,Aggregates,Aggregates,Aggregates,,
107,V2,Early-demographic dividend,Imports of goods and services (current US$),2016,2625473507772.15,Aggregates,Aggregates,Aggregates,,
108,Z4,East Asia & Pacific,Exports of goods and services (current US$),2024,9913974194654.66,Aggregates,Aggregates,Aggregates,,
109,Z4,East Asia & Pacific,Exports of goods and services (current US$),2023,9309336051781.3,Aggregates,Aggregates,Aggregates,,
110,Z4,East Asia & Pacific,Exports of goods and services (current US$),2022,9698595556200.46,Aggregates,Aggregates,Aggregates,,
111,Z4,East Asia & Pacific,Exports of goods and services (current US$),2021,9051084565466.21,Aggregates,Aggregates,Aggregates,,
112,Z4,East Asia & Pacific,Exports of goods and services (current US$),2020,7229635520462.29,Aggregates,Aggregates,Aggregates,,
113,Z4,East Asia & Pacific,Exports of goods and services (current US$),2019,7542519927499.17,Aggregates,Aggregates,Aggregates,,
114,Z4,East Asia & Pacific,Exports of goods and services (current US$),2018,7706572168649.11,Aggregates,Aggregates,Aggregates,,
115,Z4,East Asia & Pacific,Exports of goods and services (current US$),2017,7095510535773.31,Aggregates,Aggregates,Aggregates,,
116,Z4,East Asia & Pacific,Exports of goods and services (current US$),2016,6412887123971.02,Aggregates,Aggregates,Aggregates,,
117,Z4,East Asia & Pacific,Imports of goods and services (current US$),2024,8957807249077.88,Aggregates,Aggregates,Aggregates,,
118,Z4,East Asia & Pacific,Imports of goods and services (current US$),2023,8583496818075.21,Aggregates,Aggregates,Aggregates,,
119,Z4,East Asia & Pacific,Imports of goods and services (current US$),2022,8889505924319.95,Aggregates,Aggregates,Aggregates,,
120,Z4,East Asia & Pacific,Imports of goods and services (current US$),2021,8208489984255.98,Aggregates,Aggregates,Aggregates,,
121,Z4,East Asia & Pacific,Imports of goods and services (current US$),2020,6525700199237.51,Aggregates,Aggregates,Aggregates,,
122,Z4,East Asia & Pacific,Imports of goods and services (current US$),2019,7112141306363.7,Aggregates,Aggregates,Aggregates,,
123,Z4,East Asia & Pacific,Imports of goods and services (current US$),2018,7316743777479.88,Aggregates,Aggregates,Aggregates,,
124,Z4,East Asia & Pacific,Imports of goods and services (current US$),2017,6507724812391.76,Aggregates,Aggregates,Aggregates,,
125,Z4,East Asia & Pacific,Imports of goods and services (current US$),2016,5815711986859.29,Aggregates,Aggregates,Aggregates,,
126,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2024,5384630257903.61,Aggregates,Aggregates,Aggregates,,
127,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2023,4986138164897.3,Aggregates,Aggregates,Aggregates,,
128,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2022,5273235667330.35,Aggregates,Aggregates,Aggregates,,
129,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2021,4900344679788.04,Aggregates,Aggregates,Aggregates,,
130,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2020,3830189793755.46,Aggregates,Aggregates,Aggregates,,
131,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2019,3859165048260.15,Aggregates,Aggregates,Aggregates,,
132,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2018,3881217853154.79,Aggregates,Aggregates,Aggregates,,
133,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2017,3543229128563.56,Aggregates,Aggregates,Aggregates,,
134,4E,East Asia & Pacific (excluding high income),Exports of goods and services (current US$),2016,3184875058854.76,Aggregates,Aggregates,Aggregates,,
135,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2024,4835429641640.66,Aggregates,Aggregates,Aggregates,,
136,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2023,4581560251871.87,Aggregates,Aggregates,Aggregates,,
137,4E,East Asia & Pacific (excluding high income),Imports of goods and services (current US$),2022,4690383387527.66,Aggregates,Aggregates,Aggregates,,
